TYPE,WIDTH,HEIGHT
RECTANGLE,45.77708652,16.65146486
CIRCLE,49.46552974,47.41843556
RECTANGLE,41.52048894,28.68555627
RECTANGLE,18.31935049,50.55516171
RECTANGLE,29.92776425,18.58147167
RECTANGLE,30.52666183,26.15678029
CIRCLE,3.3647827,37.35340665
RECTANGLE,46.60295944,46.33619872
CIRCLE,22.87153722,32.24360295
CIRCLE,5.879832366,7.781027667
RECTANGLE,1.996652945,15.67839024
CIRCLE,33.36345437,9.634492677
RECTANGLE,41.80681028,15.40403415
CIRCLE,9.584408979,3.278796721
CIRCLE,43.82892764,15.37271454
RECTANGLE,36.44665916,29.84128315
CIRCLE,40.18287443,9.448926752
CIRCLE,44.5834751,23.74366882
CIRCLE,42.66256386,2.506642289
CIRCLE,50.22813814,23.11469418
CIRCLE,25.02321353,5.987518843
CIRCLE,32.10721514,40.38648294
CIRCLE,15.23260224,37.49048846
CIRCLE,11.36424048,8.894931413
RECTANGLE,36.94412102,46.46302597
RECTANGLE,30.02160267,33.80443873
CIRCLE,1.949443471,50.56442168
RECTANGLE,35.98844534,38.17729224
CIRCLE,17.86862486,29.77135408
RECTANGLE,45.12241142,7.508012865
CIRCLE,37.83543176,37.7960914
CIRCLE,13.35302571,48.54298955
RECTANGLE,41.43573283,2.887624912
RECTANGLE,14.37453453,40.70568978
CIRCLE,48.65674839,2.586052719
RECTANGLE,30.91602278,20.94778627
CIRCLE,31.10497938,9.500516487
CIRCLE,30.09660939,5.346496821
RECTANGLE,47.25062563,17.68101703
RECTANGLE,5.873536717,13.26844422
CIRCLE,40.95630032,21.65441233
RECTANGLE,34.09097096,22.42036872
CIRCLE,5.047867113,32.69490702
CIRCLE,48.13732275,45.60698379
CIRCLE,24.18520005,29.39936352
CIRCLE,5.718899415,32.51630595
RECTANGLE,23.79068097,2.13772325
CIRCLE,29.75770512,12.35275489
RECTANGLE,14.29325268,13.44886847
CIRCLE,18.92119482,5.638354282
RECTANGLE,32.44582995,8.952230827
CIRCLE,35.79180389,46.00232479
RECTANGLE,43.97389706,25.84545652
CIRCLE,43.18405511,15.27940059
RECTANGLE,34.31308617,8.558450187
CIRCLE,21.61706985,7.737173422
CIRCLE,26.69355985,3.634094522
RECTANGLE,13.45027355,1.75277411
RECTANGLE,29.32900865,18.40597019
CIRCLE,1.690137518,29.75920933
RECTANGLE,25.96807697,40.54339207
RECTANGLE,43.97573955,49.78166332
CIRCLE,36.5660226,28.03405785
CIRCLE,44.75098398,34.38408336
RECTANGLE,37.33443774,41.67463706
CIRCLE,11.13126349,5.346344173
RECTANGLE,41.92682074,4.639602363
CIRCLE,50.47240812,4.892330516
RECTANGLE,8.017837987,36.19862699
CIRCLE,30.14970409,6.789223207
RECTANGLE,46.03406783,19.15284901
CIRCLE,32.55481565,33.1383177
RECTANGLE,19.29404611,23.06032236
CIRCLE,50.81841304,5.177687564
RECTANGLE,37.31542953,17.82096364
CIRCLE,33.26632003,18.91699872
CIRCLE,6.547080295,24.69131002
RECTANGLE,47.11699346,48.92478028
CIRCLE,15.2838999,14.29939824
CIRCLE,44.428153,46.08849248
CIRCLE,42.0222002,23.73007891
CIRCLE,25.80036512,7.667669098
RECTANGLE,39.01345331,27.25107586
RECTANGLE,9.84539536,10.46046748
CIRCLE,5.274207596,7.750107926
RECTANGLE,28.92714873,10.40394206
CIRCLE,25.81000021,38.45338115
RECTANGLE,34.18300552,24.42833621
RECTANGLE,16.31106595,46.99576772
CIRCLE,5.333359931,22.8857167
CIRCLE,25.07766276,46.41297465
CIRCLE,23.287181,23.37326852
CIRCLE,6.4328259,30.12603388
CIRCLE,26.05141272,39.27154695
CIRCLE,42.38035589,40.48840305
CIRCLE,30.95200934,48.81801261
RECTANGLE,1.765866772,32.96601111
CIRCLE,18.67444004,13.03615861
CIRCLE,38.69868747,20.52053924
RECTANGLE,37.1314514,33.3405328
CIRCLE,44.49244993,45.26627388
CIRCLE,45.66592742,2.137989196
CIRCLE,29.88216385,36.97082335
RECTANGLE,32.59662668,12.24545411
RECTANGLE,26.77558667,30.47001816
CIRCLE,1.614651991,3.444542921
RECTANGLE,11.29671677,26.56731887
CIRCLE,35.03841154,36.99332445
RECTANGLE,12.37920974,43.48802074
RECTANGLE,4.434941962,1.415555302
RECTANGLE,32.66753347,18.45858757
CIRCLE,11.61535377,15.38768653
CIRCLE,20.98367209,31.48141769
CIRCLE,5.512248103,6.043971417
RECTANGLE,48.11720437,35.87536303
RECTANGLE,32.946897,3.519964426
RECTANGLE,50.19654554,42.65229494
CIRCLE,43.79401641,5.054742692
CIRCLE,16.39918735,18.30005432
CIRCLE,33.55191996,24.4721584
RECTANGLE,10.25873693,18.04208245
RECTANGLE,18.82589287,5.361423955
RECTANGLE,26.32657178,39.14404665
CIRCLE,3.732581843,38.77735955
CIRCLE,46.44591842,41.337776
CIRCLE,7.733220441,38.78059647
CIRCLE,22.39617106,43.93282401
CIRCLE,37.90349225,41.63806977
RECTANGLE,24.16526404,21.68595589
RECTANGLE,1.147863657,7.004091202
CIRCLE,5.607911123,33.99890001
CIRCLE,14.36617905,11.90233404
CIRCLE,1.747508576,34.51463187
RECTANGLE,33.08033892,40.82903218
CIRCLE,34.47954752,20.6825632
CIRCLE,31.52888,37.79769744
RECTANGLE,15.93430833,45.36288637
RECTANGLE,29.73725597,48.64569415
CIRCLE,1.256685153,25.04043582
CIRCLE,25.57164277,44.42295517
RECTANGLE,5.060921869,41.71834549
CIRCLE,2.284076973,29.18316476
CIRCLE,8.318107928,48.06184036
RECTANGLE,44.55673609,47.99772937
RECTANGLE,44.93420089,47.86244903
CIRCLE,8.553183058,23.51282396
CIRCLE,19.77643495,36.39298172
RECTANGLE,3.984374417,11.86985624
CIRCLE,22.40589143,47.7235438
CIRCLE,8.697257743,31.30963764
CIRCLE,13.27407021,18.56894393
CIRCLE,48.79375904,29.28058428
RECTANGLE,21.64125178,40.73777748
CIRCLE,39.78798155,16.37126033
RECTANGLE,6.974482544,36.7534995
CIRCLE,46.80942373,7.887576799
RECTANGLE,48.08297939,5.71782171
CIRCLE,34.36003302,26.39495129
RECTANGLE,36.74878285,48.9867214
RECTANGLE,38.63289977,31.04574646
CIRCLE,15.1104522,47.72938974
CIRCLE,7.900414381,2.012305
RECTANGLE,8.557629272,26.94042325
CIRCLE,18.97969156,20.84587996
RECTANGLE,18.39428258,2.975578157
CIRCLE,40.28307914,50.08178973
CIRCLE,1.028430438,24.18139777
CIRCLE,24.46156184,27.91109246
CIRCLE,22.94617916,26.68901878
CIRCLE,26.14887536,6.23910651
RECTANGLE,43.22786699,39.94247967
RECTANGLE,2.814135014,22.9510841
CIRCLE,37.86413311,39.03183822
RECTANGLE,19.23080429,11.70535021
CIRCLE,42.62973194,3.401409767
CIRCLE,38.56980558,15.07421581
RECTANGLE,3.772898098,4.003438839
CIRCLE,45.62458796,29.35299105
CIRCLE,38.27807157,3.467521341
CIRCLE,10.17596764,21.85739171
CIRCLE,17.95980373,16.35608286
CIRCLE,11.0045507,24.02966859
CIRCLE,4.145649544,39.07623139
RECTANGLE,3.558549511,16.17375931
CIRCLE,22.20586413,21.51829415
CIRCLE,26.78481325,32.1397898
CIRCLE,27.68771452,14.9913512
CIRCLE,7.130866452,24.77821849
RECTANGLE,28.31221103,43.52607585
CIRCLE,30.22579787,45.48395234
CIRCLE,38.59108882,8.11520253
CIRCLE,13.24777777,3.650742375
RECTANGLE,6.321830244,45.96192856
RECTANGLE,23.48604831,34.35616726
RECTANGLE,12.71856129,29.30655314
RECTANGLE,1.105170187,15.09751738
RECTANGLE,10.43661665,50.90169469
RECTANGLE,6.619363677,34.89890486
RECTANGLE,26.24860124,5.706358632
RECTANGLE,26.08473891,31.60988698
RECTANGLE,17.62974227,40.8692072
CIRCLE,29.51723604,25.71594589
CIRCLE,35.01037506,8.571319165
RECTANGLE,40.54408826,41.48111169
RECTANGLE,3.953331655,18.7987556
CIRCLE,37.79661163,18.74305212
CIRCLE,4.014087669,1.61525447
CIRCLE,21.05214783,31.18094537
CIRCLE,33.54145114,1.005356178
CIRCLE,37.63296021,39.37644082
CIRCLE,12.17662142,34.85827806
RECTANGLE,27.06989713,19.48801957
RECTANGLE,35.30841807,18.16284558
CIRCLE,4.53865091,20.85907704
CIRCLE,7.24250353,8.983797872
RECTANGLE,16.07639751,18.38003532
RECTANGLE,42.34240896,49.28977936
CIRCLE,11.0866534,37.92478189
RECTANGLE,35.90017102,35.20332217
CIRCLE,40.14014965,45.68178301
RECTANGLE,18.99439439,13.74314559
CIRCLE,48.57953951,4.700142776
CIRCLE,24.09355965,15.6290754
CIRCLE,48.93575169,14.4709578
CIRCLE,50.66237574,46.21989176
RECTANGLE,17.66380136,11.86424645
RECTANGLE,32.52900087,19.15443577
CIRCLE,24.20587476,24.24179715
CIRCLE,21.27093902,29.76626291
CIRCLE,12.88948765,28.06621999
RECTANGLE,12.37742706,27.8421775
CIRCLE,20.66855248,28.82653184
RECTANGLE,3.446120996,11.79495013
CIRCLE,26.21514241,40.60058334
CIRCLE,36.17189891,28.82052663
CIRCLE,38.36978048,6.074638178
RECTANGLE,36.38558864,28.11005622
RECTANGLE,44.45806348,10.34041804
CIRCLE,28.90043748,26.68703272
CIRCLE,1.481426829,4.28992154
RECTANGLE,16.42412788,9.93987325
RECTANGLE,15.68987217,15.92834375
CIRCLE,24.29416936,1.420248801
RECTANGLE,18.54446001,40.42539076
CIRCLE,25.29444798,48.97746683
CIRCLE,9.577391674,12.22531179
CIRCLE,21.31078922,36.79922953
CIRCLE,49.15748334,25.03596309
RECTANGLE,21.08329668,45.4290789
CIRCLE,46.66884702,28.01720859
CIRCLE,15.81332948,44.33083457
RECTANGLE,2.110590573,38.98897411
RECTANGLE,16.88288864,14.07034264
RECTANGLE,21.6253618,27.97927099
CIRCLE,32.44424883,7.684849447
RECTANGLE,39.96452058,36.93249512
RECTANGLE,22.13764556,23.31030602
CIRCLE,45.39778624,13.89831674
RECTANGLE,31.69482201,22.63691984
RECTANGLE,15.07514064,2.521473457
RECTANGLE,21.68625097,42.26327052
CIRCLE,31.34882419,40.15278523
RECTANGLE,17.16985506,7.519293645
CIRCLE,12.06322655,30.40168167
RECTANGLE,17.4990152,20.82844528
CIRCLE,50.32047734,18.45059204
RECTANGLE,18.04770706,9.17937646
CIRCLE,21.72956913,9.951469523
RECTANGLE,8.110553662,27.7774036
CIRCLE,29.64680175,36.82479513
RECTANGLE,21.73562168,29.4461068
RECTANGLE,21.41538282,35.78134731
CIRCLE,30.74777438,21.84936616
CIRCLE,21.11197711,17.88707416
RECTANGLE,31.72037646,47.10413426
CIRCLE,36.80803231,19.99136215
RECTANGLE,41.15318791,30.85428431
RECTANGLE,12.85368692,41.33901994
CIRCLE,25.61424034,10.37581375
RECTANGLE,10.19206965,31.1862998
CIRCLE,6.103517525,13.78374563
CIRCLE,10.21181429,5.741243709
CIRCLE,38.39624895,24.91101524
RECTANGLE,50.14558483,35.24869717
RECTANGLE,33.62362954,30.92968102
RECTANGLE,10.52244566,4.540286128
CIRCLE,45.84878369,12.28474148
RECTANGLE,37.68186753,12.8696611
CIRCLE,15.89577364,47.01089706
CIRCLE,46.85719472,41.35335127
RECTANGLE,23.18947599,14.00255821
RECTANGLE,13.83638323,28.8375038
CIRCLE,9.864135784,42.30740919
RECTANGLE,25.70782449,9.510850117
RECTANGLE,3.898408685,16.01384499
CIRCLE,23.69905888,28.08419486
CIRCLE,30.53470498,6.802597094
CIRCLE,33.61620221,10.85674807
CIRCLE,13.74064552,18.73284664
CIRCLE,41.89188742,33.4896137
CIRCLE,31.97045034,42.33316246
RECTANGLE,37.74954733,38.80673619
RECTANGLE,4.984060051,27.56754452
RECTANGLE,4.491835212,20.4436326
RECTANGLE,50.98181267,47.74691193
CIRCLE,5.421004749,50.66420942
RECTANGLE,15.81248442,38.95633889
RECTANGLE,22.39906826,43.16599131
RECTANGLE,38.51250721,12.06834087
RECTANGLE,17.55552526,4.194055887
CIRCLE,29.93417172,46.91254511
RECTANGLE,1.150494758,37.78400376
RECTANGLE,3.720639403,40.67203348
CIRCLE,1.10105574,33.45426506
CIRCLE,11.38556185,45.07669572
RECTANGLE,42.17860638,27.16806369
RECTANGLE,45.7551332,39.46387855
RECTANGLE,5.385052879,38.88534106
RECTANGLE,39.53037289,49.27666677
CIRCLE,50.51564922,2.524966799
RECTANGLE,48.22747175,32.07009487
CIRCLE,47.41629467,16.65753186
RECTANGLE,19.25399291,15.59560563
CIRCLE,23.94309575,6.749048989
RECTANGLE,11.37875133,35.03407011
CIRCLE,1.13201774,2.275869591
CIRCLE,41.35318989,28.94767701
RECTANGLE,48.58642926,44.53113064
CIRCLE,46.94204547,16.02100997
RECTANGLE,5.590355409,3.443031903
RECTANGLE,18.12113781,37.1616187
RECTANGLE,25.95524951,44.2252807
RECTANGLE,10.70008373,10.03040318
RECTANGLE,17.1081001,47.17999585
RECTANGLE,19.12774733,5.572114003
RECTANGLE,6.428681142,46.47338685
CIRCLE,47.73824443,18.6162952
CIRCLE,30.34376573,16.20452927
RECTANGLE,32.19531264,17.11896941
CIRCLE,4.186100219,44.58754099
CIRCLE,25.39285392,17.11538072
CIRCLE,43.32597443,49.56747458
CIRCLE,24.56947261,42.95411499
RECTANGLE,18.58317411,1.690237494
CIRCLE,28.89480709,44.88289974
RECTANGLE,41.42715003,32.54685595
RECTANGLE,29.28548446,8.55640625
CIRCLE,36.97320606,19.61238532
CIRCLE,44.70849233,3.536354633
RECTANGLE,25.28251934,50.79979463
RECTANGLE,31.72980268,30.35424797
CIRCLE,43.97380341,34.54912466
RECTANGLE,6.566031706,38.20703372
RECTANGLE,7.654435969,33.77223708
CIRCLE,31.39698016,47.8560217
CIRCLE,12.17884992,14.47347017
CIRCLE,29.19683674,26.79935069
RECTANGLE,4.242011185,12.36650178
RECTANGLE,3.841878396,26.28833534
RECTANGLE,49.31579274,33.30775346
CIRCLE,4.752472768,2.257995004
RECTANGLE,43.43605455,15.86662467
CIRCLE,37.82718717,4.742077777
RECTANGLE,26.84824532,46.85288475
RECTANGLE,36.92683662,32.84289659
CIRCLE,20.01933437,33.12153214
CIRCLE,22.66625847,14.82628741
RECTANGLE,15.02389692,45.47542643
RECTANGLE,37.77164882,35.41199929
CIRCLE,17.81214414,12.98601726
CIRCLE,10.76125671,44.82983553
RECTANGLE,49.36773875,8.552476124
RECTANGLE,12.2072562,46.71185168
CIRCLE,26.26318285,29.01953451
CIRCLE,30.33661343,24.39092417
RECTANGLE,3.62060405,35.67436688
RECTANGLE,5.228746731,27.67600654
RECTANGLE,25.98575244,33.44279775
CIRCLE,23.36780569,4.674384764
RECTANGLE,44.12301453,29.60517682
CIRCLE,36.80737849,25.73123396
CIRCLE,18.23926101,25.35220345
CIRCLE,33.70543464,9.056806926
CIRCLE,40.64434368,6.001050709
RECTANGLE,49.48732092,20.11154915
RECTANGLE,23.35604308,8.192055657
RECTANGLE,20.39462468,29.31946721
RECTANGLE,8.657294552,4.88633552
CIRCLE,43.67770718,25.18005012
CIRCLE,23.11349009,11.48460576
CIRCLE,21.18973321,42.34906943
CIRCLE,8.057682626,28.8875301
RECTANGLE,25.63999877,26.75856329
RECTANGLE,22.05149427,1.817913375
CIRCLE,41.26437357,22.3463103
RECTANGLE,23.32954347,33.22504358
RECTANGLE,43.17066878,26.46511843
CIRCLE,2.735207944,8.091506422
CIRCLE,42.11674712,23.54223945
CIRCLE,50.15553435,42.46276796
RECTANGLE,33.97918393,19.05921218
RECTANGLE,49.96310577,36.01986152
RECTANGLE,5.670291394,8.422451492
CIRCLE,13.47267182,19.01546386
RECTANGLE,11.76131791,27.79490447
CIRCLE,18.92037356,46.89369849
CIRCLE,48.56964119,46.45907098
CIRCLE,41.97335804,8.413959008
RECTANGLE,14.96775912,22.78171634
CIRCLE,22.27759862,25.59908106
RECTANGLE,11.67189677,8.350568661
RECTANGLE,24.05173934,36.32815758
RECTANGLE,43.26804134,47.35334279
CIRCLE,11.23477318,12.89433385
CIRCLE,49.73321169,30.76937289
CIRCLE,20.19536318,32.34786308
CIRCLE,6.709786112,27.44418249
CIRCLE,25.51062027,26.94477306
RECTANGLE,46.29068925,26.61730705
RECTANGLE,6.822156978,5.521414314
RECTANGLE,12.57325611,38.97366931
RECTANGLE,37.27721848,49.11524599
RECTANGLE,28.73959035,15.78883186
CIRCLE,26.56271275,46.65213111
RECTANGLE,14.92121634,8.238431099
CIRCLE,14.03994918,49.02048718
RECTANGLE,8.605855258,1.442106312
CIRCLE,19.9878906,32.35257769
RECTANGLE,1.844118443,20.31224642
RECTANGLE,25.46275158,23.83328194
CIRCLE,22.01394338,16.77785036
RECTANGLE,13.78172737,5.856632766
RECTANGLE,45.40058676,10.45382497
RECTANGLE,19.13869356,26.85044953
CIRCLE,45.3499721,17.3260323
CIRCLE,40.35966557,9.589375775
RECTANGLE,39.25322306,13.52239339
CIRCLE,40.30585028,10.31663136
CIRCLE,11.1201811,43.74036317
RECTANGLE,13.93208744,44.49478658
CIRCLE,48.99972416,46.40109571
RECTANGLE,20.50849935,7.505893028
CIRCLE,49.00470535,30.10060077
CIRCLE,38.01316712,31.12125014
RECTANGLE,50.19930788,48.42821118
RECTANGLE,10.20362752,29.06114841
RECTANGLE,27.10665432,32.72267428
RECTANGLE,19.3750324,47.4648865
RECTANGLE,29.09445404,4.836174093
CIRCLE,30.31274938,48.59138046
CIRCLE,18.39651764,4.476608746
CIRCLE,13.44724382,18.57067913
CIRCLE,21.02795676,28.19841618
CIRCLE,17.7190377,2.526687893
CIRCLE,17.35186436,39.6122798
RECTANGLE,26.16157293,32.89142932
CIRCLE,11.55529487,22.8840162
RECTANGLE,39.70976866,29.23113663
RECTANGLE,31.79237093,14.09296163
RECTANGLE,47.24211355,10.40450958
RECTANGLE,25.25230308,7.520163155
RECTANGLE,2.364078749,22.37342828
CIRCLE,24.91015683,46.43670067
RECTANGLE,39.94068543,47.4864454
RECTANGLE,27.21816883,20.4624327
CIRCLE,27.88602915,23.55537631
CIRCLE,32.49542747,4.065498218
RECTANGLE,12.21756581,13.54528713
RECTANGLE,12.27373205,33.27287491
RECTANGLE,25.88299289,29.19820004
RECTANGLE,30.35743649,30.16230601
CIRCLE,44.36752001,24.4108235
RECTANGLE,6.85510166,47.20591677
RECTANGLE,33.58934654,36.6866293
CIRCLE,26.94075543,16.03582713
CIRCLE,48.09116063,17.48257938
RECTANGLE,8.602584722,47.70207225
CIRCLE,50.03547426,4.770817191
CIRCLE,6.136860607,43.99314395
CIRCLE,32.01160139,3.635644033
RECTANGLE,38.64492484,41.88947158
CIRCLE,39.16209055,3.22607396
CIRCLE,45.29102873,25.72014473
RECTANGLE,48.63643727,20.88430586
CIRCLE,31.57885918,4.093198886
RECTANGLE,26.87986858,26.7704023
RECTANGLE,33.40454681,11.16977052
CIRCLE,47.7650313,14.80349986
CIRCLE,38.14398026,4.352440816
CIRCLE,17.07438506,48.23985893
RECTANGLE,14.5322338,42.95807118
CIRCLE,11.34111416,20.70806747
RECTANGLE,15.59291787,44.94545246
CIRCLE,1.556376653,36.02171466
CIRCLE,31.37527501,31.26807498
CIRCLE,44.75069639,22.58983066
CIRCLE,30.75682428,29.92233277
CIRCLE,38.95731063,10.74543552
CIRCLE,44.06936976,24.26147325
RECTANGLE,49.56529352,13.81247463
RECTANGLE,50.80618472,42.64561057
CIRCLE,27.57026114,16.23147871
CIRCLE,49.16819032,48.99810976
RECTANGLE,2.730465882,34.56424855
RECTANGLE,46.70692754,6.33865052
CIRCLE,47.13610795,29.69788656
RECTANGLE,23.82215334,47.86329547
RECTANGLE,17.19966398,11.0684726
RECTANGLE,34.37185433,2.641861443
RECTANGLE,44.57504224,36.22471398
RECTANGLE,20.15250623,35.50291915
CIRCLE,9.013395298,21.55186536
RECTANGLE,28.50738166,23.17672385
CIRCLE,38.66338222,42.47625015
RECTANGLE,34.82072241,1.266388545
RECTANGLE,45.82370029,13.97067372
RECTANGLE,34.15559167,29.11762883
RECTANGLE,18.6557085,4.681062454
RECTANGLE,28.79321002,32.15736668
CIRCLE,1.863934946,50.49462388
CIRCLE,50.9315994,43.77152937
CIRCLE,11.85230475,45.86985117
RECTANGLE,22.30133681,31.2923357
RECTANGLE,44.36387449,3.748680146
CIRCLE,14.95623424,3.165401572
CIRCLE,45.11191519,37.37111442
CIRCLE,39.99676189,6.866961891
RECTANGLE,26.41012586,29.81262103
RECTANGLE,3.484022467,39.64152501
CIRCLE,25.3098155,19.56462836
CIRCLE,31.30208371,6.630280688
CIRCLE,11.2518516,42.9784187
RECTANGLE,27.22649807,23.46056331
CIRCLE,13.74119097,36.89273913
RECTANGLE,40.95680001,22.8666896
CIRCLE,3.051808593,17.26544168
RECTANGLE,35.37081611,37.41247502
CIRCLE,19.46983097,12.12946399
CIRCLE,4.758579562,42.88575673
CIRCLE,9.082695885,39.69346245
CIRCLE,8.293680245,9.435218739
RECTANGLE,36.62213663,34.90741259
RECTANGLE,45.49984592,20.01984004
CIRCLE,8.368821076,40.31348298
RECTANGLE,12.97058324,28.24128185
CIRCLE,50.62644041,39.50250981
CIRCLE,44.09967441,40.12951715
RECTANGLE,1.773072888,23.99636448
RECTANGLE,46.08035935,16.95202068
CIRCLE,38.39763214,46.87654331
CIRCLE,10.93100187,8.616833994
RECTANGLE,18.52920776,28.97928182
RECTANGLE,39.80505644,39.73980928
RECTANGLE,37.46711187,45.97751482
RECTANGLE,32.34315189,32.94635802
CIRCLE,4.219453854,37.16998059
CIRCLE,5.325103567,16.47800191
RECTANGLE,9.058038741,39.29780498
RECTANGLE,17.37966168,25.67405109
RECTANGLE,15.19741859,11.20884848
CIRCLE,39.00981096,20.39871242
CIRCLE,20.10590072,27.69015539
RECTANGLE,19.69143695,2.983949834
RECTANGLE,44.45631886,33.28880266
CIRCLE,16.30316774,33.7583997
RECTANGLE,19.22439821,9.441460351
RECTANGLE,9.645206291,3.732661263
RECTANGLE,3.942512555,20.73298776
CIRCLE,48.3049608,36.5112687
RECTANGLE,31.61664038,18.60436557
RECTANGLE,21.62729543,4.001667283
RECTANGLE,38.31435641,43.33028247
RECTANGLE,26.04720114,2.990485689
CIRCLE,47.93164419,27.58669127
CIRCLE,1.542712033,2.15744749
RECTANGLE,45.14636151,17.42863003
CIRCLE,27.4658654,31.59720228
CIRCLE,32.06615944,38.99865645
RECTANGLE,29.50953923,49.41941088
CIRCLE,26.57867288,1.786163248
RECTANGLE,12.06794935,32.49739381
RECTANGLE,22.91179665,41.75792446
RECTANGLE,42.74865095,50.93563908
RECTANGLE,47.41185413,20.18016165
CIRCLE,28.29383205,48.32651239
RECTANGLE,5.047474242,6.452454287
RECTANGLE,33.66872773,12.36644451
RECTANGLE,24.64698953,35.77380532
CIRCLE,8.574955714,32.90194759
RECTANGLE,23.37717065,44.9611664
CIRCLE,48.14659653,6.975737764
CIRCLE,23.47109782,2.240749711
RECTANGLE,27.086817,12.9433041
RECTANGLE,16.71299742,9.332423956
CIRCLE,9.002872551,38.23021373
RECTANGLE,34.68785081,16.64751355
RECTANGLE,45.19726731,7.800489156
CIRCLE,45.30357707,4.920321986
RECTANGLE,39.6729236,22.90634392
RECTANGLE,8.593620071,49.09367282
RECTANGLE,19.61013269,32.1896148
RECTANGLE,37.30773982,42.77879552
RECTANGLE,13.07313866,19.70518298
CIRCLE,20.29882174,24.10987083
RECTANGLE,48.20413675,6.936708396
RECTANGLE,29.21352653,6.313530566
CIRCLE,50.66251447,28.37498824
RECTANGLE,41.49457822,28.81364546
RECTANGLE,28.56714625,2.729242378
CIRCLE,25.20251195,7.19169699
RECTANGLE,46.69955094,34.34165493
RECTANGLE,43.66469663,22.82305917
CIRCLE,4.225722605,41.87546788
CIRCLE,50.45943278,5.509488705
CIRCLE,42.69446069,23.84695613
RECTANGLE,7.742953717,24.92815064
CIRCLE,23.56998715,33.07157204
CIRCLE,23.42713075,19.21747832
CIRCLE,27.05669273,44.59460513
CIRCLE,15.21569827,1.520192107
RECTANGLE,36.47379752,14.1766354
RECTANGLE,22.00681324,47.80378209
RECTANGLE,34.93776431,36.90411967
RECTANGLE,45.66976224,31.77876538
CIRCLE,3.610246022,27.99540784
RECTANGLE,18.70361841,35.23504079
RECTANGLE,23.26941202,10.37250845
RECTANGLE,5.785684082,24.61664209
RECTANGLE,43.46244974,6.068905471
CIRCLE,9.71749796,47.15521017
RECTANGLE,45.99704601,41.04376247
CIRCLE,14.77625208,12.38248854
CIRCLE,42.02968047,35.47279916
CIRCLE,12.97940955,37.34216509
RECTANGLE,4.508525547,14.08616583
CIRCLE,21.27034641,46.32136807
CIRCLE,50.22878194,33.62363527
RECTANGLE,10.13282535,28.4221177
RECTANGLE,48.25824224,36.97741123
RECTANGLE,26.64211089,18.79307033
RECTANGLE,43.99091799,6.092864402
RECTANGLE,7.460549619,31.8418426
CIRCLE,50.5865194,48.19753343
RECTANGLE,39.78541827,37.24824322
RECTANGLE,22.05362057,12.42866952
RECTANGLE,40.75685076,32.09872124
RECTANGLE,34.73431451,46.42965794
CIRCLE,38.33366593,24.96234058
CIRCLE,16.4481584,14.98562676
CIRCLE,49.14490324,10.22859635
CIRCLE,25.05325056,15.26855118
CIRCLE,11.32487333,23.5273852
RECTANGLE,40.68221578,35.76216481
RECTANGLE,42.83954701,31.55143733
RECTANGLE,48.41094459,18.43699562
CIRCLE,8.312091229,22.1015364
RECTANGLE,50.61787867,46.24583907
RECTANGLE,39.85535445,22.67481718
CIRCLE,10.79165603,40.50996932
RECTANGLE,19.91913202,38.4164812
CIRCLE,43.04494294,15.26642382
CIRCLE,46.66001041,12.75521012
CIRCLE,24.09224647,48.14664157
CIRCLE,14.84160517,26.54262701
RECTANGLE,16.94953048,39.85680947
RECTANGLE,7.773009451,14.01708656
CIRCLE,8.113451035,46.83017958
CIRCLE,8.293264053,36.41211712
CIRCLE,22.47801192,34.12171854
CIRCLE,49.3096587,16.52983918
CIRCLE,42.74646417,8.115366809
CIRCLE,36.89767653,50.0996493
RECTANGLE,22.59625287,1.1142319
RECTANGLE,41.47040021,22.24250489
RECTANGLE,45.3548333,42.38403761
RECTANGLE,15.02518976,19.86111046
RECTANGLE,42.44416301,12.72012413
CIRCLE,4.975439616,43.27631046
RECTANGLE,48.35167433,42.10832269
RECTANGLE,47.5752292,32.9300278
CIRCLE,31.38556496,22.55001657
CIRCLE,36.44468982,39.47502443
CIRCLE,1.972186104,20.62169902
CIRCLE,24.20388669,28.07182788
CIRCLE,12.75337204,36.83933949
CIRCLE,27.72302997,20.21312152
RECTANGLE,27.24149265,21.39787067
CIRCLE,19.99684261,38.89590837
CIRCLE,46.29007601,18.35611113
RECTANGLE,4.150871988,35.46176973
CIRCLE,44.13778293,22.83744068
RECTANGLE,27.58758611,38.92552525
RECTANGLE,28.28355719,48.31652225
CIRCLE,6.780042378,31.11261135
RECTANGLE,49.95077534,13.56241157
CIRCLE,45.72095531,13.42548673
CIRCLE,4.398190411,21.30833826
CIRCLE,43.53497679,43.55937471
CIRCLE,22.83548791,13.21849115
RECTANGLE,49.26198519,32.98766702
RECTANGLE,20.20127998,48.22211274
RECTANGLE,34.31922471,8.537285974
CIRCLE,25.56132218,13.78521123
RECTANGLE,15.65007099,3.874328372
CIRCLE,34.38479948,42.19021418
RECTANGLE,25.06727129,9.220301176
RECTANGLE,34.4564616,16.39386134
CIRCLE,32.79844382,20.11925698
CIRCLE,19.68244421,12.53366332
CIRCLE,45.74166566,38.57614792
CIRCLE,18.54757913,38.65323014
CIRCLE,13.43895724,42.38670867
RECTANGLE,26.48199805,41.71678444
RECTANGLE,37.27546708,50.97917702
RECTANGLE,43.89486174,17.48316783
RECTANGLE,40.91218831,28.58817066
CIRCLE,34.13300782,20.30966726
